fecha,producto,cantidad,precio_unitario
2023-10-16,Producto-8,69,71.77
2023-10-20,Producto-4,79,167.8
2023-10-19,Producto-3,72,173.41
2023-10-24,Producto-1,64,138.36
2023-10-13,Producto-3,19,26.81
2023-10-3,Producto-2,14,186.51
2023-10-14,Producto-6,51,158.94
2023-10-22,Producto-1,48,75.03
2023-10-11,Producto-2,22,82.9
2023-10-28,Producto-8,17,51.02
2023-10-30,Producto-8,59,174.83
2023-10-26,Producto-10,80,81.78
2023-10-11,Producto-5,8,24.52
2023-10-10,Producto-4,11,195.56
2023-10-17,Producto-3,59,34.47
2023-10-18,Producto-3,57,128.04
2023-10-17,Producto-9,10,156.76
2023-10-2,Producto-3,27,92.32
2023-10-14,Producto-1,48,27.05
2023-10-5,Producto-1,50,149.05
2023-10-5,Producto-3,25,106.7
2023-10-4,Producto-1,80,14.33
2023-10-12,Producto-3,81,126.76
2023-10-9,Producto-1,68,43.5
2023-10-7,Producto-8,12,109.42
2023-10-23,Producto-9,85,94.25
2023-10-15,Producto-8,1,114.52
2023-10-5,Producto-3,56,80.7
2023-10-23,Producto-2,50,16.85
2023-10-6,Producto-6,57,179.09
2023-10-28,Producto-7,47,14.68
2023-10-8,Producto-1,40,35.47
2023-10-1,Producto-2,65,55.62
2023-10-28,Producto-4,57,133.33
2023-10-17,Producto-10,29,149.9
2023-10-18,Producto-3,35,185.17
2023-10-28,Producto-7,55,157.22
2023-10-20,Producto-5,67,116.1
2023-10-19,Producto-9,47,160.59
2023-10-31,Producto-6,27,20.45
2023-10-9,Producto-6,49,60.58
2023-10-21,Producto-1,51,157.65
2023-10-29,Producto-4,24,149.97
2023-10-19,Producto-2,18,34.07
2023-10-7,Producto-6,28,37.61
2023-10-24,Producto-1,5,172.62
2023-10-20,Producto-7,45,76.1
2023-10-10,Producto-7,74,155.55
2023-10-10,Producto-8,15,48.03
2023-10-8,Producto-10,77,11.14
2023-10-24,Producto-10,81,113.64
2023-10-21,Producto-4,40,93.46
2023-10-12,Producto-7,76,112.31
2023-10-14,Producto-3,3,172.27
2023-10-8,Producto-2,55,45.52
2023-10-31,Producto-5,56,196.19
2023-10-10,Producto-3,98,14.44
2023-10-9,Producto-9,64,168.04
2023-10-1,Producto-10,54,175.41
2023-10-13,Producto-1,12,79.57
2023-10-15,Producto-3,6,58.81
2023-10-30,Producto-10,50,181.25
2023-10-14,Producto-10,38,72.09
2023-10-28,Producto-2,85,32.42
2023-10-6,Producto-6,80,197.09
2023-10-17,Producto-9,66,37.49
2023-10-9,Producto-10,78,159.78
2023-10-7,Producto-3,85,133.73
2023-10-10,Producto-8,69,88.48
2023-10-30,Producto-7,37,110.22
2023-10-31,Producto-5,39,83.78
2023-10-16,Producto-6,100,147.39
2023-10-14,Producto-4,18,34.46
2023-10-1,Producto-4,11,28.7
2023-10-20,Producto-2,80,33.58
2023-10-31,Producto-3,14,133.61
2023-10-6,Producto-3,14,35.83
2023-10-15,Producto-3,47,80.84
2023-10-15,Producto-4,93,84.08
2023-10-15,Producto-1,16,147.85
2023-10-30,Producto-1,13,96.62
2023-10-14,Producto-4,46,102.85
2023-10-13,Producto-6,33,182.55
2023-10-6,Producto-4,8,46.81
2023-10-17,Producto-9,48,14.61
2023-10-7,Producto-4,94,179.74
2023-10-10,Producto-3,7,50.35
2023-10-1,Producto-10,89,54.96
2023-10-13,Producto-10,12,85.88
2023-10-18,Producto-4,72,79.57
2023-10-4,Producto-2,5,151.63
2023-10-24,Producto-7,3,91.82
2023-10-30,Producto-3,30,178.03
2023-10-4,Producto-8,8,121.01
2023-10-5,Producto-3,21,152.39
2023-10-3,Producto-7,64,50.5
2023-10-26,Producto-3,11,118.14
2023-10-27,Producto-2,46,148.52
2023-10-20,Producto-9,14,176.93
2023-10-23,Producto-10,46,26.7
2023-10-7,Producto-5,33,141.12
2023-10-6,Producto-6,37,181.53
2023-10-14,Producto-5,77,66.27
2023-10-26,Producto-8,57,164.21
2023-10-16,Producto-7,85,80.03
2023-10-31,Producto-8,56,170.37
2023-10-9,Producto-2,53,112.83
2023-10-21,Producto-5,31,168.25
2023-10-2,Producto-5,61,175.05
2023-10-14,Producto-4,40,144.33
2023-10-11,Producto-1,94,31.86
2023-10-15,Producto-7,33,144.39
2023-10-30,Producto-10,93,22.73
2023-10-18,Producto-2,54,177.19
2023-10-10,Producto-1,30,45.54
2023-10-28,Producto-7,72,90.32
2023-10-2,Producto-3,37,171.69
2023-10-19,Producto-3,70,69.94
2023-10-2,Producto-6,48,48.13
2023-10-15,Producto-2,73,136.51
2023-10-23,Producto-2,94,58.74
2023-10-3,Producto-9,97,45.85
2023-10-1,Producto-3,13,70.14
2023-10-19,Producto-1,1,145.04
2023-10-12,Producto-2,38,49.24
2023-10-3,Producto-5,31,43.73
2023-10-9,Producto-10,96,41.24
2023-10-3,Producto-2,2,102.34
2023-10-16,Producto-7,42,26.24
2023-10-5,Producto-6,46,94.13
2023-10-26,Producto-4,67,78.25
2023-10-4,Producto-4,28,57.98
2023-10-31,Producto-4,23,33.93
2023-10-18,Producto-1,71,121.46
2023-10-5,Producto-5,40,70.18
2023-10-24,Producto-10,7,139.8
2023-10-14,Producto-3,58,75.05
2023-10-18,Producto-10,41,40.53
2023-10-15,Producto-1,55,31.93
2023-10-7,Producto-3,15,181.59
2023-10-22,Producto-10,99,25.41
2023-10-11,Producto-4,10,104.3
2023-10-2,Producto-4,47,115.99
2023-10-15,Producto-3,56,78.44
2023-10-16,Producto-6,3,144.19
2023-10-26,Producto-6,91,58.17
2023-10-1,Producto-5,30,12.91
2023-10-10,Producto-8,19,14.79
2023-10-23,Producto-3,4,165.09
2023-10-31,Producto-3,97,27.43
2023-10-8,Producto-9,38,196.76
2023-10-28,Producto-1,2,151.05
2023-10-15,Producto-8,15,60.44
2023-10-24,Producto-1,42,195.31
2023-10-4,Producto-8,50,57.48
2023-10-11,Producto-2,59,133.73
2023-10-6,Producto-3,65,19.22
2023-10-17,Producto-6,3,81.33
2023-10-9,Producto-7,30,64.89
2023-10-17,Producto-5,53,185.38
2023-10-1,Producto-8,78,165.76
2023-10-1,Producto-6,85,185.48
2023-10-5,Producto-4,61,96.8
2023-10-18,Producto-4,29,74.52
2023-10-1,Producto-4,47,50.63
2023-10-9,Producto-9,82,121.25
2023-10-13,Producto-3,6,191.29
2023-10-15,Producto-3,10,83.11
2023-10-11,Producto-4,39,119.67
2023-10-15,Producto-1,93,124.4
2023-10-26,Producto-8,95,46.17
2023-10-21,Producto-4,100,149.63
2023-10-20,Producto-1,41,167.05
2023-10-1,Producto-6,13,16.34
2023-10-7,Producto-4,18,133.19
2023-10-28,Producto-3,63,143.06
2023-10-19,Producto-4,74,91.94
2023-10-13,Producto-9,7,13.77
2023-10-6,Producto-2,5,134.97
2023-10-12,Producto-4,60,80.01
2023-10-12,Producto-5,33,183.25
2023-10-19,Producto-2,42,62.2
2023-10-6,Producto-7,79,97.92
2023-10-27,Producto-7,15,67.08
2023-10-15,Producto-7,28,53.23
2023-10-21,Producto-9,91,61.85
2023-10-3,Producto-5,100,23.18
2023-10-24,Producto-7,16,113.31
2023-10-9,Producto-4,60,126.66
2023-10-3,Producto-7,9,173.15
2023-10-7,Producto-7,36,168.91
2023-10-2,Producto-4,4,142.19
2023-10-17,Producto-6,11,113.81
2023-10-2,Producto-6,23,148.05
2023-10-3,Producto-9,17,61.88
2023-10-23,Producto-10,74,52.38
2023-10-17,Producto-10,33,79.85
2023-10-18,Producto-4,68,188.14
2023-10-10,Producto-2,81,133.22
2023-10-28,Producto-1,93,88.12
2023-10-25,Producto-9,45,131.56
2023-10-7,Producto-1,47,167.05
2023-10-25,Producto-8,93,157.35
2023-10-18,Producto-6,8,36.79
2023-10-30,Producto-4,40,23.03
2023-10-6,Producto-6,41,47.83
2023-10-21,Producto-7,44,36.92
2023-10-16,Producto-4,95,11.51
2023-10-12,Producto-8,73,149.69
2023-10-13,Producto-4,58,64.63
2023-10-29,Producto-3,77,19.99
2023-10-17,Producto-2,76,190.9
2023-10-5,Producto-3,48,138.21
2023-10-3,Producto-10,18,104.21
2023-10-9,Producto-4,71,84.58
2023-10-25,Producto-5,19,30.33
2023-10-10,Producto-2,49,73.31
2023-10-27,Producto-3,91,80.04
2023-10-9,Producto-4,61,64.08
2023-10-30,Producto-6,66,65.4
2023-10-19,Producto-2,32,166.4
2023-10-12,Producto-4,40,47.23
2023-10-26,Producto-7,91,61.31
2023-10-30,Producto-4,99,13.66
2023-10-7,Producto-3,96,170.6
2023-10-9,Producto-6,20,140.06
2023-10-15,Producto-8,37,56.42
2023-10-23,Producto-4,1,186.6
2023-10-4,Producto-5,12,141.01
2023-10-6,Producto-9,28,43.49
2023-10-26,Producto-4,90,104.43
2023-10-10,Producto-3,30,199.99
2023-10-6,Producto-3,37,162.87
2023-10-2,Producto-10,90,152.86
2023-10-30,Producto-10,52,163.98
2023-10-12,Producto-9,13,103.75
2023-10-13,Producto-9,63,73.92
2023-10-28,Producto-8,4,154.57
2023-10-27,Producto-8,20,10.91
2023-10-8,Producto-2,59,168.16
2023-10-25,Producto-9,39,32.91
2023-10-5,Producto-9,65,154.08
2023-10-29,Producto-4,63,147.22
2023-10-30,Producto-1,67,190.7
2023-10-17,Producto-2,69,84.48
2023-10-31,Producto-2,39,64.64
2023-10-19,Producto-1,61,54.17
2023-10-10,Producto-4,63,160.84
2023-10-28,Producto-2,8,69.71
2023-10-18,Producto-9,99,50.86
2023-10-4,Producto-1,47,172.71
2023-10-8,Producto-4,27,24.54
2023-10-10,Producto-7,86,131.45
2023-10-21,Producto-6,72,128.97
2023-10-26,Producto-7,25,148.23
2023-10-25,Producto-9,52,195.5
2023-10-5,Producto-3,92,22.52
2023-10-7,Producto-8,9,112.02
2023-10-30,Producto-4,5,121.2
2023-10-29,Producto-7,22,117.21
2023-10-28,Producto-3,3,31.03
2023-10-11,Producto-5,61,26.79
2023-10-10,Producto-3,46,187.52
2023-10-23,Producto-5,59,192.83
2023-10-9,Producto-2,35,120.28
2023-10-31,Producto-8,95,97.75
2023-10-11,Producto-2,71,16.63
2023-10-6,Producto-6,58,123.55
2023-10-23,Producto-1,46,179.67
2023-10-15,Producto-1,7,77.56
2023-10-11,Producto-10,66,84.37
2023-10-27,Producto-3,97,39.75
2023-10-9,Producto-5,57,60.09
2023-10-4,Producto-10,96,160.03
2023-10-9,Producto-6,12,103.95
2023-10-16,Producto-5,12,119.27
2023-10-2,Producto-3,8,127.45
2023-10-28,Producto-1,91,122.63
2023-10-9,Producto-3,17,18.29
2023-10-19,Producto-4,74,126.79
2023-10-20,Producto-8,59,154.31
2023-10-30,Producto-8,94,70.64
2023-10-24,Producto-10,60,15.43
2023-10-26,Producto-10,100,43.87
2023-10-9,Producto-9,83,79.36
2023-10-22,Producto-8,48,87.24
2023-10-20,Producto-6,43,139.32
2023-10-26,Producto-2,91,31.16
2023-10-14,Producto-3,78,39.93
2023-10-3,Producto-1,20,181.72
2023-10-15,Producto-9,71,35.3
2023-10-27,Producto-4,44,10.62
2023-10-24,Producto-5,75,60.91
2023-10-17,Producto-5,94,10.98
2023-10-1,Producto-5,85,148.79
2023-10-25,Producto-6,31,82.17
2023-10-23,Producto-5,90,135.38
2023-10-1,Producto-8,57,68.49
2023-10-23,Producto-5,60,181.34
2023-10-12,Producto-8,32,72.03
2023-10-19,Producto-3,32,85.31
2023-10-20,Producto-9,37,150.31
2023-10-14,Producto-1,15,80.0
2023-10-24,Producto-4,57,68.59
2023-10-6,Producto-7,20,110.75
2023-10-8,Producto-5,96,171.75
2023-10-17,Producto-7,66,11.16
2023-10-30,Producto-7,39,37.66
2023-10-31,Producto-7,67,145.84
2023-10-12,Producto-6,12,19.14
2023-10-16,Producto-2,50,108.92
2023-10-1,Producto-9,77,129.77
2023-10-10,Producto-5,53,153.92
2023-10-18,Producto-4,22,123.96
2023-10-13,Producto-3,15,123.49
2023-10-7,Producto-9,41,128.59
2023-10-18,Producto-3,25,100.86
2023-10-28,Producto-10,92,44.13
2023-10-3,Producto-8,70,144.55
2023-10-16,Producto-3,74,113.1
2023-10-27,Producto-8,2,107.98
2023-10-15,Producto-7,16,81.17
2023-10-14,Producto-5,71,87.47
2023-10-30,Producto-1,68,84.58
2023-10-18,Producto-4,81,104.59
2023-10-17,Producto-10,94,56.45
2023-10-14,Producto-2,74,56.83
2023-10-25,Producto-7,39,15.75
2023-10-12,Producto-2,76,165.83
2023-10-14,Producto-3,31,97.77
2023-10-1,Producto-4,30,19.3
2023-10-16,Producto-10,38,44.54
2023-10-4,Producto-2,58,138.36
2023-10-10,Producto-7,57,23.52
2023-10-6,Producto-2,39,70.84
2023-10-11,Producto-4,40,148.38
2023-10-27,Producto-4,61,41.06
2023-10-5,Producto-10,38,141.83
2023-10-8,Producto-6,89,113.59
2023-10-12,Producto-5,55,122.6
2023-10-10,Producto-9,44,186.0
2023-10-18,Producto-10,77,57.37
2023-10-19,Producto-7,74,126.87
2023-10-14,Producto-5,12,22.69
2023-10-25,Producto-3,7,198.22
2023-10-16,Producto-9,29,126.61
2023-10-8,Producto-9,30,147.83
2023-10-5,Producto-2,67,148.49
2023-10-27,Producto-10,68,77.74
2023-10-23,Producto-3,61,93.04
2023-10-26,Producto-7,29,83.8
2023-10-6,Producto-10,36,33.53
2023-10-30,Producto-1,75,21.42
2023-10-2,Producto-4,43,185.41
2023-10-3,Producto-8,14,162.77
2023-10-17,Producto-9,70,21.06
2023-10-8,Producto-10,42,99.02
2023-10-3,Producto-3,92,183.72
2023-10-2,Producto-4,55,189.66
2023-10-24,Producto-1,55,151.19
2023-10-13,Producto-6,80,27.25
2023-10-11,Producto-8,49,82.44
2023-10-12,Producto-7,22,80.16
2023-10-13,Producto-8,46,109.58
2023-10-26,Producto-5,65,116.17
2023-10-7,Producto-3,89,131.17
2023-10-13,Producto-4,84,77.14
2023-10-22,Producto-10,87,78.72
2023-10-29,Producto-2,22,65.26
2023-10-11,Producto-2,57,92.24
2023-10-18,Producto-3,2,130.61
2023-10-31,Producto-8,79,175.58
2023-10-14,Producto-5,9,148.16
2023-10-22,Producto-8,77,180.71
2023-10-21,Producto-1,54,108.65
2023-10-16,Producto-4,10,12.09
2023-10-18,Producto-8,41,59.36
2023-10-11,Producto-10,85,116.57
2023-10-20,Producto-3,19,38.03
2023-10-31,Producto-1,100,17.4
2023-10-31,Producto-6,35,68.16
2023-10-18,Producto-1,13,15.53
2023-10-27,Producto-8,78,23.99
2023-10-19,Producto-7,59,36.03
2023-10-28,Producto-4,45,152.01
2023-10-5,Producto-9,80,193.76
2023-10-25,Producto-4,92,147.85
2023-10-26,Producto-10,8,97.5
2023-10-25,Producto-8,94,180.81
2023-10-9,Producto-7,33,193.94
2023-10-30,Producto-2,61,118.34
2023-10-8,Producto-2,57,80.82
2023-10-16,Producto-7,51,42.13
2023-10-22,Producto-5,26,44.03
2023-10-16,Producto-2,30,20.93
2023-10-28,Producto-2,80,117.16
2023-10-29,Producto-2,83,161.95
2023-10-17,Producto-6,26,38.29
2023-10-15,Producto-1,70,191.58
2023-10-6,Producto-7,39,101.21
2023-10-11,Producto-7,2,190.14
2023-10-5,Producto-1,60,91.23
2023-10-2,Producto-1,73,58.28
2023-10-21,Producto-5,41,158.18
2023-10-17,Producto-7,9,104.67
2023-10-29,Producto-5,43,198.72
2023-10-27,Producto-10,10,65.25
2023-10-23,Producto-2,61,82.9
2023-10-4,Producto-3,45,127.94
2023-10-30,Producto-8,59,92.24
2023-10-25,Producto-3,38,24.4
2023-10-10,Producto-10,17,60.62
2023-10-27,Producto-9,49,95.7
2023-10-14,Producto-2,53,111.78
2023-10-4,Producto-10,25,184.63
2023-10-20,Producto-5,41,114.89
2023-10-23,Producto-8,83,134.61
2023-10-28,Producto-3,89,90.01
2023-10-20,Producto-4,7,104.2
2023-10-12,Producto-10,92,119.69
2023-10-8,Producto-1,48,169.76
2023-10-30,Producto-3,85,32.22
2023-10-30,Producto-5,59,155.96
2023-10-9,Producto-2,45,194.94
2023-10-20,Producto-4,95,84.14
2023-10-30,Producto-6,87,39.66
2023-10-11,Producto-5,89,56.17
2023-10-24,Producto-4,20,51.84
2023-10-16,Producto-8,75,108.94
2023-10-18,Producto-8,69,131.76
2023-10-24,Producto-5,96,145.44
2023-10-10,Producto-7,75,166.1
2023-10-17,Producto-1,5,24.21
2023-10-3,Producto-7,12,181.69
2023-10-5,Producto-7,56,107.63
2023-10-18,Producto-9,25,63.73
2023-10-20,Producto-6,27,173.87
2023-10-4,Producto-8,99,109.12
2023-10-14,Producto-8,42,155.81
2023-10-18,Producto-1,87,146.3
2023-10-12,Producto-7,69,168.71
2023-10-3,Producto-3,99,47.74
2023-10-15,Producto-3,82,58.26
2023-10-28,Producto-8,12,55.96
2023-10-30,Producto-5,71,139.65
2023-10-14,Producto-2,1,118.02
2023-10-15,Producto-6,67,115.01
2023-10-24,Producto-8,20,83.62
2023-10-27,Producto-6,41,153.72
2023-10-2,Producto-8,28,17.21
2023-10-7,Producto-2,83,45.29
2023-10-27,Producto-10,40,174.95
2023-10-12,Producto-3,3,102.8
2023-10-15,Producto-1,93,91.54
2023-10-16,Producto-5,88,174.84
2023-10-16,Producto-9,35,30.01
2023-10-17,Producto-8,41,128.81
2023-10-22,Producto-5,46,72.7
2023-10-8,Producto-3,94,101.26
2023-10-13,Producto-2,75,114.0
2023-10-3,Producto-10,10,41.46
2023-10-12,Producto-9,81,78.46
2023-10-2,Producto-8,72,128.19
2023-10-25,Producto-10,15,96.42
2023-10-15,Producto-10,34,109.38
2023-10-4,Producto-7,12,183.91
2023-10-31,Producto-8,33,20.94
2023-10-5,Producto-4,59,100.67
2023-10-12,Producto-10,13,34.19
2023-10-28,Producto-9,94,17.24
2023-10-7,Producto-7,44,150.79
2023-10-25,Producto-5,7,91.91
2023-10-5,Producto-5,18,63.35
2023-10-22,Producto-8,36,35.01
2023-10-30,Producto-10,47,53.28
2023-10-10,Producto-8,55,110.74
2023-10-12,Producto-6,71,55.65
2023-10-7,Producto-9,38,177.62
2023-10-1,Producto-2,40,24.57
2023-10-31,Producto-4,40,83.75
2023-10-14,Producto-8,44,197.14
2023-10-27,Producto-7,52,154.99
2023-10-12,Producto-9,26,75.58
2023-10-16,Producto-1,42,24.45
2023-10-7,Producto-1,22,140.19
2023-10-25,Producto-2,34,132.56
2023-10-27,Producto-6,57,122.25
2023-10-26,Producto-1,60,29.92
2023-10-6,Producto-8,41,87.57
2023-10-12,Producto-7,24,72.4
2023-10-5,Producto-5,75,146.95
2023-10-28,Producto-8,37,103.97
2023-10-9,Producto-7,10,140.43
2023-10-20,Producto-2,10,180.92
2023-10-27,Producto-8,50,82.19
2023-10-12,Producto-2,94,195.18
2023-10-4,Producto-10,80,89.56
2023-10-30,Producto-9,51,70.92
2023-10-7,Producto-6,60,29.66
2023-10-4,Producto-4,54,180.11
2023-10-11,Producto-1,30,183.98
2023-10-22,Producto-4,62,41.43
2023-10-29,Producto-3,21,138.35
2023-10-20,Producto-2,100,119.24
2023-10-5,Producto-8,15,14.6
2023-10-11,Producto-9,39,155.13
2023-10-22,Producto-1,10,74.28
2023-10-6,Producto-2,34,76.27
2023-10-15,Producto-2,50,101.47
2023-10-17,Producto-2,30,157.04
2023-10-19,Producto-9,40,189.87
2023-10-3,Producto-1,54,119.53
2023-10-25,Producto-7,1,10.23
2023-10-7,Producto-8,14,167.96
2023-10-9,Producto-8,40,137.6
2023-10-16,Producto-4,45,153.58
2023-10-1,Producto-1,74,31.94
2023-10-21,Producto-6,40,12.69
2023-10-11,Producto-2,37,15.89
2023-10-9,Producto-9,63,142.79
2023-10-24,Producto-6,48,138.39
2023-10-19,Producto-5,42,123.78
2023-10-18,Producto-2,90,199.77
2023-10-9,Producto-10,11,90.18
2023-10-19,Producto-2,67,163.68
2023-10-8,Producto-1,74,98.3
2023-10-4,Producto-5,35,41.11
2023-10-3,Producto-1,72,44.48
2023-10-31,Producto-3,27,62.7
2023-10-25,Producto-1,33,60.08
2023-10-9,Producto-8,27,69.21
2023-10-17,Producto-7,22,55.69
2023-10-4,Producto-5,79,120.32
2023-10-30,Producto-2,28,19.82
2023-10-11,Producto-1,61,195.63
2023-10-9,Producto-1,77,35.49
2023-10-3,Producto-1,78,121.93
2023-10-18,Producto-7,56,184.94
2023-10-12,Producto-1,57,111.5
2023-10-6,Producto-7,98,24.19
2023-10-24,Producto-6,45,147.99
2023-10-12,Producto-5,22,133.9
2023-10-12,Producto-9,34,184.97
2023-10-27,Producto-8,25,41.56
2023-10-15,Producto-1,25,26.87
2023-10-22,Producto-1,43,29.24
2023-10-25,Producto-7,30,155.72
2023-10-26,Producto-7,10,11.63
2023-10-26,Producto-6,21,100.05
2023-10-10,Producto-5,5,146.23
2023-10-15,Producto-9,63,37.9
2023-10-27,Producto-5,48,28.27
2023-10-15,Producto-10,15,147.23
2023-10-31,Producto-4,25,173.7
2023-10-13,Producto-1,92,105.87
2023-10-22,Producto-9,24,50.9
2023-10-6,Producto-5,60,91.11
2023-10-7,Producto-6,38,149.9
2023-10-29,Producto-8,4,82.65
2023-10-3,Producto-3,27,24.74
2023-10-29,Producto-6,29,13.88
2023-10-9,Producto-5,28,73.54
2023-10-15,Producto-3,84,122.65
2023-10-14,Producto-4,56,140.68
2023-10-7,Producto-7,24,66.18
2023-10-6,Producto-1,89,73.37
2023-10-1,Producto-2,8,34.32
2023-10-23,Producto-2,31,62.97
2023-10-26,Producto-7,31,124.47
2023-10-26,Producto-2,66,38.57
2023-10-29,Producto-3,68,39.5
2023-10-13,Producto-9,73,138.32
2023-10-15,Producto-5,12,164.56
2023-10-17,Producto-1,19,192.57
2023-10-13,Producto-4,75,13.12
2023-10-17,Producto-10,35,27.43
2023-10-4,Producto-5,74,79.29
2023-10-5,Producto-1,48,199.86
2023-10-25,Producto-10,96,124.52
2023-10-27,Producto-5,50,125.57
2023-10-19,Producto-1,83,121.8
2023-10-6,Producto-1,100,61.13
2023-10-5,Producto-3,89,142.44
2023-10-14,Producto-8,33,15.79
2023-10-9,Producto-4,43,30.57
2023-10-30,Producto-4,85,99.64
2023-10-28,Producto-4,30,131.43
2023-10-24,Producto-4,73,57.16
2023-10-6,Producto-5,13,122.06
2023-10-6,Producto-4,4,12.54
2023-10-8,Producto-7,74,97.6
2023-10-19,Producto-5,56,60.19
2023-10-22,Producto-10,47,48.0
2023-10-7,Producto-1,80,191.4
2023-10-3,Producto-5,48,54.93
2023-10-23,Producto-5,19,57.85
2023-10-12,Producto-4,87,32.79
2023-10-26,Producto-5,53,154.09
2023-10-26,Producto-9,51,66.32
2023-10-2,Producto-10,47,37.8
2023-10-4,Producto-1,75,146.96
2023-10-28,Producto-5,66,83.71
2023-10-23,Producto-6,11,49.36
2023-10-25,Producto-5,50,197.72
2023-10-4,Producto-1,30,134.38
2023-10-29,Producto-2,81,14.55
2023-10-3,Producto-9,4,103.24
2023-10-29,Producto-9,43,131.33
2023-10-21,Producto-6,38,105.22
2023-10-27,Producto-7,79,180.93
2023-10-9,Producto-10,25,90.21
2023-10-10,Producto-9,52,32.88
2023-10-25,Producto-2,33,22.06
2023-10-21,Producto-5,90,192.4
2023-10-16,Producto-6,79,109.93
2023-10-10,Producto-9,61,181.69
2023-10-17,Producto-6,26,157.25
2023-10-29,Producto-1,73,61.35
2023-10-7,Producto-9,82,145.6
2023-10-19,Producto-9,31,163.16
2023-10-22,Producto-4,6,157.12
2023-10-12,Producto-1,1,44.6
2023-10-22,Producto-10,10,45.89
2023-10-9,Producto-6,16,177.85
2023-10-27,Producto-10,86,190.89
2023-10-13,Producto-4,65,123.9
2023-10-29,Producto-10,64,112.41
2023-10-17,Producto-1,1,108.52
2023-10-25,Producto-5,4,21.23
2023-10-25,Producto-6,56,74.41
2023-10-8,Producto-2,58,137.63
2023-10-21,Producto-10,10,171.98
2023-10-27,Producto-4,53,174.27
2023-10-1,Producto-4,26,25.14
2023-10-15,Producto-8,62,145.18
2023-10-28,Producto-8,97,169.75
2023-10-5,Producto-7,89,11.03
2023-10-1,Producto-8,11,171.44
2023-10-30,Producto-7,92,28.85
2023-10-2,Producto-7,29,75.29
2023-10-23,Producto-7,30,34.13
2023-10-9,Producto-3,41,183.79
2023-10-10,Producto-3,85,154.79
2023-10-26,Producto-4,14,160.43
2023-10-5,Producto-9,6,131.22
2023-10-24,Producto-2,78,160.22
2023-10-1,Producto-6,72,65.89
2023-10-31,Producto-9,15,165.97
2023-10-3,Producto-1,70,122.68
2023-10-4,Producto-3,25,177.75
2023-10-4,Producto-10,2,169.63
2023-10-30,Producto-1,22,152.48
2023-10-22,Producto-9,86,58.8
2023-10-29,Producto-7,9,166.27
2023-10-11,Producto-3,82,168.14
2023-10-19,Producto-2,67,81.56
2023-10-2,Producto-6,17,53.45
2023-10-12,Producto-3,100,187.43
2023-10-11,Producto-3,68,88.37
2023-10-14,Producto-1,16,61.03
2023-10-25,Producto-10,2,47.83
2023-10-14,Producto-4,10,132.4
2023-10-29,Producto-4,6,170.3
2023-10-30,Producto-5,2,165.21
2023-10-1,Producto-7,72,199.34
2023-10-5,Producto-9,87,41.15
2023-10-2,Producto-4,27,98.01
2023-10-6,Producto-4,86,80.04
2023-10-20,Producto-1,9,199.85
2023-10-25,Producto-4,15,43.0
2023-10-9,Producto-6,51,98.03
2023-10-3,Producto-8,12,41.95
2023-10-24,Producto-8,48,90.62
2023-10-26,Producto-10,78,123.27
2023-10-1,Producto-3,67,44.15
2023-10-7,Producto-10,38,159.8
2023-10-17,Producto-10,67,190.02
2023-10-4,Producto-6,72,79.65
2023-10-24,Producto-4,99,52.91
2023-10-7,Producto-6,54,143.58
2023-10-4,Producto-8,38,95.92
2023-10-30,Producto-7,53,124.65
2023-10-7,Producto-8,85,13.92
2023-10-21,Producto-7,78,84.49
2023-10-11,Producto-1,85,152.51
2023-10-6,Producto-2,51,170.73
2023-10-22,Producto-4,70,16.06
2023-10-26,Producto-4,98,35.74
2023-10-31,Producto-9,94,50.44
2023-10-9,Producto-8,38,44.75
2023-10-18,Producto-8,56,94.29
2023-10-7,Producto-1,49,75.33
2023-10-4,Producto-6,26,44.21
2023-10-23,Producto-9,22,174.77
2023-10-26,Producto-8,73,141.95
2023-10-2,Producto-8,39,12.99
2023-10-1,Producto-9,57,182.58
2023-10-13,Producto-5,69,128.55
2023-10-18,Producto-2,96,76.56
2023-10-18,Producto-4,22,19.56
2023-10-28,Producto-8,62,97.55
2023-10-27,Producto-7,3,191.01
2023-10-15,Producto-4,13,102.58
2023-10-11,Producto-9,81,82.75
2023-10-19,Producto-1,68,81.81
2023-10-4,Producto-2,84,182.76
2023-10-30,Producto-1,90,129.22
2023-10-24,Producto-7,70,67.74
2023-10-2,Producto-3,37,182.04
2023-10-8,Producto-2,16,21.8
2023-10-13,Producto-8,73,131.27
2023-10-27,Producto-1,65,162.15
2023-10-17,Producto-2,6,58.44
2023-10-5,Producto-7,19,88.17
2023-10-14,Producto-8,31,129.09
2023-10-24,Producto-4,23,102.94
2023-10-11,Producto-3,87,87.78
2023-10-7,Producto-4,22,163.07
2023-10-14,Producto-3,75,60.82
2023-10-1,Producto-5,65,184.0
2023-10-28,Producto-9,33,33.42
2023-10-22,Producto-4,49,71.68
2023-10-30,Producto-6,71,116.51
2023-10-9,Producto-2,35,39.98
2023-10-22,Producto-9,73,16.83
2023-10-28,Producto-9,49,96.42
2023-10-15,Producto-2,48,12.29
2023-10-12,Producto-10,79,166.01
2023-10-10,Producto-4,27,170.96
2023-10-20,Producto-10,59,63.68
2023-10-3,Producto-9,65,64.71
2023-10-16,Producto-2,56,129.3
2023-10-9,Producto-4,48,159.18
2023-10-30,Producto-8,86,196.85
2023-10-6,Producto-8,27,182.63
